57 1 12 1982 1 -3 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
58 1 11 1983 1 85 1 -4 -4 -4 -4 -4 -4 -4 -4 5402 1714 -4 -4 -4 -4 -4 -4 1224 1209 1554 1016 -4 -4 1228 1897 1184 1135 807 1866 -4 -4 -4 -4 -4 -4 -4
59 2 4 1981 1 -4 1 -4 -4 -4 -4 709 -4 502 510 22465 8420 -4 -4 787 83 -4 330 -4 279 -4 -4 -4 -4 565 1016 -4 -4 742 -4 -4 -4 -4 -4 -4 -4 -4
60 1 1 1984 1 77 4 101 87 113 98 -4 -4 -4 -4 5864 3057 -4 -4 -4 -4 -4 -4 995 1931 2236 2229 -4 -4 1078 2063 2164 836 1885 2232 -4 -4 -4 -4 260 460 77
61 2 5 1983 1 -3 1 -4 -4 -4 -4 -4 -4 -4 -4 16237 7694 -4 -4 4 -4 -4 78 954 666 1038 182 -4 -4 2172 1350 -4 872 1397 -4 -4 -4 -4 -4 -4 -4 -4
62 1 3 1980 1 -4 1 -4 -4 -4 -4 623 225 713 389 16212 4495 -4 -4 1223 335 678 241 -4 -4 -4 -4 -4 -4 594 537 -4 -4 -4 -4 21 20 19 22 620 530 -4
63 2 10 1984 1 90 1 83 98 77 85 -4 -4 -4 78 8569 4074 -4 -4 -4 -4 -4 5 642 938 941 -4 -4 -4 1607 1634 1004 1212 1681 -4 15 12 17 18 -4 -4 -4
64 1 3 1980 1 -4 1 -4 -4 -4 -4 261 -4 -4 -4 20766 4176 -4 -4 875 -4 -4 -4 -4 549 132 560 -4 -4 733 692 -4 882 142 1739 -4 -4 -4 -4 -4 -4 -4
65 1 4 1984 1 83 1 94 91 85 -4 -4 -4 -4 -4 10088 3652 -4 -4 -4 -4 -4 -4 811 933 2215 982 -4 -4 1890 1649 468 2293 1332 1584 -4 -4 -4 -4 -4 -4 95
66 1 10 1980 1 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
67 1 11 1980 1 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 270 360 -4
68 1 1 1981 1 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
69 2 7 1981 1 -4 1 -4 -4 -4 -4 -4 992 204 475 25393 6988 -4 -4 1024 -4 -4 391 116 -4 -4 -4 -4 -4 1622 1280 -4 581 298 -4 -4 -4 -4 -4 -4 -4 -4
70 1 8 1982 1 104 1 -4 -4 -4 -4 -4 -4 -4 -4 15680 7062 -4 -4 509 296 -4 632 515 329 206 297 -4 -4 656 1061 -4 -4 717 -4 -4 -4 -4 -4 -4 -4 -4
71 1 1 1980 1 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
72 2 4 1982 1 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
73 1 10 1984 1 99 1 98 98 88 103 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
74 1 7 1983 1 -3 4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
75 1 1 1982 1 90 4 -4 -4 -4 -4 -4 -4 -4 -4 -3 -3 -4 -3 -4 -3 -4 -3 1700 879 2555 1934 -3 -3 1612 -3 828 -3 1135 -3 -4 -4 -4 -4 200 360 -4
76 1 1 1982 1 95 4 -4 -4 -4 -4 -4 8 -4 -4 16728 4484 -4 -4 528 -4 -4 -4 1278 -4 2020 861 -4 -4 983 1182 -4 382 1630 800 -4 -4 -4 -4 -4 -4 -4
77 2 11 1984 1 90 2 84 89 84 108 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
78 2 7 1981 1 -4 4 -4 -4 -4 -4 -4 -4 -4 -4 19374 4036 -4 -4 56 -4 -4 376 114 115 1030 538 -4 -4 2266 1759 -4 825 1677 -4 -4 -4 -4 -4 -4 -4 -4
79 1 12 1983 1 87 2 -4 -4 -4 -4 -4 -4 -4 -4 13369 -4 -4 -4 -4 -4 -4 -4 1359 1114 1633 1274 -4 6110 1893 1135 1831 2014 1655 1680 -4 -4 -4 -4 -4 -4 -4
80 1 6 1981 1 80 1 -4 -4 -4 -4 -4 -4 -4 -4 10931 2857 -4 -4 -4 -4 -4 -4 1006 527 1747 891 -4 -4 1716 605 455 531 1775 131 -4 -4 -4 -4 -4 -4 -4
81 2 1 1984 1 77 1 -3 86 -3 83 -4 -4 -4 -4 5713 712 -4 -4 -4 -4 -4 -4 2018 1651 2570 2232 -4 -4 2014 2081 1989 2158 2331 2185 -4 -4 -4 -4 -4 -4 -4
82 1 7 1984 1 -3 2 101 100 106 102 -4 60 -4 -4 14738 3745 -4 -4 -4 -4 -4 -4 1177 -4 1043 529 -4 -4 1971 952 155 971 929 1138 -4 -4 -4 -4 -4 -4 116
83 1 9 1981 1 -3 2 -4 -4 -4 -4 -4 -4 -4 -4 18041 -4 -4 -4 -4 -4 -4 -4 1503 1497 1288 1889 -4 8291 588 2140 614 2604 2247 1841 -4 -4 -4 -4 -4 -4 -4
84 2 2 1984 1 -3 2 98 92 110 86 -4 -4 -4 -4 13850 6509 -4 -4 -4 -4 -4 -4 1023 292 1364 555 -4 -4 1777 2334 112 2346 2245 2353 -4 -4 -4 -4 -4 -4 101
85 1 2 1984 1 101 4 92 107 103 95 25 87 -4 482 11115 4048 -4 -4 -4 561 -4 -4 -4 -4 514 -4 -4 -4 823 733 119 -4 797 148 -4 -4 -4 -4 -4 -4 -4
86 2 10 1980 1 -4 4 -4 -4 -4 -4 -4 -4 -4 -4 14265 8939 -4 -4 -4 -4 -4 -4 752 776 1026 621 -4 -4 1419 1551 917 669 1899 694 -4 -4 -4 -4 420 400 -4
87 1 5 1984 1 112 2 -4 120 -4 104 -4 585 -4 -4 17893 9829 -4 -4 395 -4 -4 171 548 -4 692 454 -4 -4 937 1280 -4 180 771 -4 -4 -4 -4 -4 -4 -4 -4
88 1 1 1981 1 99 4 -4 -4 -4 -4 -4 -4 -4 -4 10907 4140 -4 -4 -4 -4 -4 -4 1721 1137 1568 1543 -4 -4 1802 1549 1085 1152 1575 153 -4 -4 -4 -4 -4 -4 -4
89 1 11 1981 1 -4 4 -4 -4 -4 -4 76 -4 13 928 22490 8548 -4 -4 1471 -4 -4 117 -4 54 -4 -4 -4 -4 1336 1161 -4 512 1233 -4 -4 -4 -4 -4 -4 -4 -4
90 1 11 1981 1 -4 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
91 2 9 1982 1 91 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
92 1 4 1983 1 -4 4 -4 -4 -4 -4 -4 -4 -4 -4 -3 5281 -4 -4 -4 -4 -4 -4 1963 2977 1976 1539 -3 -4 1778 2045 2064 1295 1378 1917 -4 -4 -4 -4 -4 -4 -4
93 1 9 1983 1 -3 2 -4 -4 -4 -4 -4 -4 -4 -4 7770 4915 -4 -4 -4 -4 -4 -4 982 1949 1749 1607 -4 -4 2048 1732 1582 692 1198 1189 -4 -4 -4 -4 -4 -4 -4
94 2 9 1980 1 -4 1 -4 -4 -4 -4 1018 -4 1059 1273 20648 10282 -4 -4 713 -4 -4 484 -4 69 -4 -4 -4 -4 570 1259 -4 154 276 -4 -4 -4 -4 -4 -4 -4 -4
95 1 7 1982 1 86 2 -5 -5 -5 -5 -5 -5 -5 -5 13797 6340 -5 -5 -5 -5 -5 -5 533 462 733 548 -5 -5 1925 1695 802 858 920 1238 -4 -4 -4 -4 -4 -4 -5
96 1 7 1982 1 -4 4 -4 -4 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -5
97 1 6 1980 1 -4 2 -4 -4 -4 -4 -4 424 -4 228 27742 11077 -4 -4 1082 -4 -4 452 510 -4 69 -4 -4 -4 1594 927 -4 494 630 -4 -4 -4 -4 -4 -4 -4 -4
98 1 1 1980 1 -4 4 -5 -4 -4 -4 758 165 -5 -5 17681 10253 -5 -5 566 333 -5 1096 -5 -5 345 165 -5 -5 1416 929 -5 -5 452 -5 -4 -4 -4 -4 -4 -4 -4
99 1 6 1982 1 94 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
100 2 1 1981 1 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 9928 2588 -4 -4 -4 -4 -4 -4 1261 1739 1883 1135 -4 -4 2012 1032 290 1527 2124 1057 -4 -4 -4 -4 -4 -4 -4
101 2 7 1981 1 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
102 2 4 1982 1 82 2 -4 -4 -4 -4 -4 -4 -4 -4 17776 12955 -4 -4 98 -4 -4 595 522 210 622 161 -4 -4 1557 1272 -4 938 899 -4 -4 -4 -4 -4 -4 -4 -4
103 2 11 1983 1 103 2 -4 -4 -4 -4 -4 0 -4 -4 20397 5411 -4 -4 260 -4 -4 -4 214 -4 38 570 -4 -4 1542 950 -4 189 906 1109 19 20 16 19 460 440 -4
104 2 11 1980 1 -4 4 -4 -4 -4 -4 57 -4 148 438 18186 6967 -4 -4 1095 140 -4 359 -4 240 -4 -4 -4 -4 1319 1271 -4 -4 432 -4 -4 -4 -4 -4 460 490 -4
105 1 8 1983 1 99 4 -4 -4 -4 -4 -4 305 49 479 26541 9697 -4 -4 -4 -4 -4 -4 132 -4 -4 -4 -4 -4 905 644 21 188 1882 428 -4 -4 -4 -4 -4 -4 -4
106 1 11 1981 1 -4 4 -4 -4 -4 -5 -4 -4 -4 -4 17193 4182 -4 -4 -4 -4 264 -4 207 315 291 377 -4 -4 893 750 340 587 -4 579 -4 -4 -4 -4 450 410 -5
107 2 8 1982 1 108 4 -4 -4 -4 -4 477 925 113 1698 18505 8207 -4 -4 1600 115 -4 34 -4 -4 -4 -4 -4 -4 992 1035 -4 -4 129 -4 24 25 25 20 650 590 -4
108 1 9 1984 1 99 4 90 107 106 98 -4 -4 402 341 14658 5237 -4 -4 -4 -4 -4 -4 480 537 -4 -4 -4 -4 1061 239 60 971 504 1609 -4 -4 -4 -4 660 510 -4
109 2 3 1982 1 123 4 -4 -4 -4 -4 121 685 54 1338 23129 10202 -4 -4 999 -4 -4 -4 -4 -4 -4 -4 -4 -4 1173 1396 -4 288 1135 455 22 22 22 23 510 500 -4
110 2 2 1984 1 105 4 108 94 97 109 -4 -4 -4 -4 17223 6477 -4 -4 -4 -4 -4 -4 1413 818 825 310 -4 -4 1596 1416 161 683 821 466 20 22 21 15 470 500 -4
111 2 1 1981 1 -4 4 -4 -4 -4 -4 340 467 -4 988 20421 8587 -4 -4 1478 11 -4 -4 -4 -4 31 -4 -4 -4 857 1382 -4 -4 710 464 22 24 25 18 490 610 -4
112 2 4 1984 1 -3 4 -4 -4 -4 109 -4 -4 -4 -4 20056 3923 -4 -4 358 -4 -4 -4 274 487 1037 300 -4 -4 951 829 -4 661 595 993 18 14 21 16 420 480 -4
113 1 4 1984 1 111 4 105 121 105 109 -4 55 -4 536 27502 9013 -4 -4 -4 -4 -4 -4 187 -4 235 -4 -4 -4 1294 922 398 810 461 1612 -4 -4 -4 -4 -4 -4 -4
114 2 7 1982 1 102 4 -4 -4 -4 -4 -4 183 -4 687 13354 9077 -4 -4 502 122 -4 242 558 -4 646 -4 -4 -4 1124 863 -4 -4 734 -4 -4 -4 -4 -4 340 500 -4
115 2 10 1984 1 92 2 81 87 80 85 -4 -4 -4 -4 9334 3423 -4 -4 -4 -4 -4 -4 1230 278 638 749 -4 -4 1846 992 1403 1024 1163 900 -4 -4 -4 -4 -4 -4 -4
116 1 10 1984 1 92 1 90 89 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 360 410 -4
117 1 10 1984 1 98 1 98 93 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 370 380 -4
118 1 6 1980 1 -4 4 -5 -5 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4 370 400 -4
119 1 9 1982 1 84 4 -5 -5 -5 -4 -5 -5 -5 -5 8825 4039 -5 -5 -5 -5 -5 -5 1017 429 245 522 -5 -5 723 396 1038 608 732 1427 -4 -4 -4 -4 -4 -4 -5
120 1 6 1982 1 110 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4 -4 -4 -5
121 1 12 1981 1 101 4 -4 -4 -4 -4 67 449 266 950 20329 8523 -4 -4 610 -4 -4 -4 -4 -4 -4 -4 -4 -4 656 734 -4 357 641 1084 -4 -4 -4 -4 510 590 -4
122 1 6 1984 1 92 4 100 96 97 104 -4 -4 272 -4 19311 3926 -4 -4 -4 -4 -4 -4 136 570 -4 667 -4 -4 1196 344 549 632 781 1541 -4 -4 -4 -4 460 410 -4
